date (:DateTime),Tair (K),wind_speed (m / s),SWdn (W / m^2),LWdn (W / m^2),RH,GPP (μmol / m^2 / s)
2015-03-08T23:30:00,298.1544316666667,4.584507426,0,-29.7633333333333,0.8303437333333331,0
2015-03-08T03:00:00,297.4371216666667,4.94371394,0,-20.5603333333333,0.853949066666667,0
2015-03-08T03:30:00,297.1177883333333,5.049135682,0,-49.0616666666667,0.8713587333333329,0
2015-03-08T04:00:00,297.21231,4.781516466,0,-61.305,0.862947333333333,0
2015-03-08T04:30:00,297.3079833333333,4.257003765,0,-63.2333333333333,0.852458266666667,0
2015-03-08T05:00:00,297.4845483333333,4.499686786,0,-61.0983333333333,0.840899266666667,0
2015-03-08T05:30:00,297.5000683333333,4.82409958,0,-64.45,0.8385621166666669,0
2015-03-08T06:00:00,297.64462,4.213464408,0,-47.6783333333333,0.8467444999999999,0
2015-03-08T06:30:00,297.5315683333333,4.235315127,14.3712485,-57.7883333333333,0.847994566666667,1.032660248
2015-03-08T07:00:00,297.6508866666667,4.48236492,84.5585666666667,-42.075,0.854792483333333,6.037570965
2015-03-08T07:30:00,298.0055933333333,3.856900626,190.841166666667,-58.7633333333333,0.837282166666667,8.080550212
2015-03-08T08:00:00,298.52406,4.022382767,348.46785,-75.3683333333333,0.805643983333333,12.5073465
2015-03-08T08:30:00,298.69512,3.93042119,360.3659,-70.8066666666667,0.7899326000000001,13.15781283
2015-03-08T09:00:00,299.50132,4.174426712,573.7118,-75.805,0.750050866666667,16.42346118
2015-03-08T09:30:00,299.4941283333333,4.015499464,441.41925,-59.7833333333333,0.730563516666667,15.93694874
2015-03-09T00:00:00,297.9938266666667,4.261017044,0,-40.5633333333333,0.8330798833333329,0
2015-03-09T00:30:00,297.88219,4.884473462,0,-45.5483333333333,0.849464966666667,0
2015-03-09T01:00:00,297.80416,4.907770452,0,-50.04,0.848644966666667,0
2015-03-09T01:30:00,297.7416766666667,3.842578868,0,-37.08,0.85051305,0
2015-03-09T10:00:00,299.8030816666667,4.518733131,798.42935,-74.9383333333333,0.726826866666667,15.59877719
2015-03-09T10:30:00,300.3441566666667,4.323016265,886.796866666667,-75.8483333333333,0.7143940499999999,16.25283892
2015-03-09T11:00:00,300.56772166666667,4.529089722,953.994783333333,-75.025,0.697476833333333,15.44869533
2015-03-09T11:30:00,301.012395,4.071186866,1006.7876,-74.4916666666667,0.69067845,14.98889949
2015-03-09T12:00:00,301.0067483333333,4.697247513,1037.74583333333,-74.4066666666667,0.68651145,14.71799925
