date (:DateTime),GPP (μmol / m^2 / s),Tair (K),RH,Pressure (kPa),wind_speed (m / s),SWdn (W / m^2),SWup (W / m^2),LWdn (W / m^2),LWup (W / m^2)
2015-04-16T00:15:00,2.872,276.31,0.6254,87.93,1.99,0,0,226.77,306.7
2015-04-16T00:45:00,2.853,276.21,0.6282,87.92,2.05,0,0,227.5,307.37
2015-04-16T01:15:00,2.835,275.98,0.636,87.9,1.48,0,0,224.43,304.3
2015-04-16T01:45:00,2.816,275.86,0.6446,87.88,1.39,0,0,225.17,304.4
2015-04-16T02:15:00,2.797,275.66,0.6573,87.87,0.83,0,0,226.17,305.3
2015-04-16T02:45:00,2.778,275.66,0.6568,87.87,1.2,0,0,226.3,305.13
2015-04-16T03:15:00,2.76,275.8,0.6479,87.87,1.66,0,0,226.23,304.33
2015-04-16T03:45:00,2.743,275.63,0.6459,87.86,1.3,0,0,225.57,303.73
2015-04-16T04:15:00,2.727,275.63,0.643,87.85,0.36,0,0,225.6,304.07
2015-04-16T04:45:00,2.711,275.98,0.5807,87.84,0.25,0,0,225.93,303.67
2015-04-16T05:15:00,0.536,276.22,0.5165,87.84,0.21,0,0,225.87,303.67
2015-04-16T05:45:00,-0.339,276.16,0.48560000000000003,87.85,1.43,49.893,15.553,225.2,304.83
2015-04-16T06:15:00,-2.004,275.98,0.5102,87.86,1.12,132.43,26.037,224.87,310.1
2015-04-16T06:45:00,-2.671,276.48,0.4714,87.88,1.38,231.5,33.643,226.3,318.57
2015-04-16T07:15:00,-7.194,277.1,0.4436,87.88,0.99,335.97,40.16,228.5,327.33
2015-04-16T07:45:00,-3.9,277.69,0.4263,87.88,1.26,439.77,48.643,230.97,336
2015-04-16T08:15:00,-5.182,278.37,0.3981,87.88,1.6,537.23,57.377,233.1,342.5
2015-04-16T08:45:00,-6.04,278.77,0.3865,87.87,2.05,630.07,71.58,234.7,347.3
2015-04-16T09:15:00,-7.259,279.55,0.3843,87.87,2.41,711.63,78.023,237.57,353.7
2015-04-16T09:45:00,-7.202,280.03,0.3605,87.86,2.29,780.27,78.517,240.07,360.13
2015-04-16T10:15:00,-9.904,280.74,0.3532,87.85,2.12,836,78.727,242.6,365.7
2015-04-16T10:45:00,-8.86,281.46,0.34149999999999997,87.84,2.38,879.33,79.333,245.33,371.67
2015-04-16T11:15:00,-6.606,282.27,0.32159999999999994,87.82,2.41,908,79.163,248.93,377.93
2015-04-16T11:45:00,-9.174,283.05,0.282,87.8,2.69,918.33,80.433,249.83,383.03
2015-04-16T12:15:00,-9.124,283.55,0.2521,87.78,2.39,919.67,79.877,250.77,386.07
2015-04-16T12:45:00,-6.057,283.84,0.2418,87.76,2.96,903.33,78.823,251.7,387.03
2015-04-16T13:15:00,-6.54,284.57,0.2397,87.75,2.74,873.33,77.45,253.67,389.8
2015-04-16T13:45:00,-7.024,284.91,0.2359,87.72,2.64,825,73.77,254.67,391.07
2015-04-16T14:15:00,-6.482,285.53,0.22149999999999997,87.71,2.79,764.8,71.203,255.47,391.83
2015-04-16T14:45:00,-5.581,285.54,0.2109,87.69,3.02,697.73,68.777,254.53,390.7
2015-04-16T15:15:00,-4.486,285.53,0.22039999999999998,87.67,3.81,616.57,64.12,253.97,387.1
2015-04-16T15:45:00,-5.483,285.76,0.2515,87.66,3.4,525.73,57.38,255.07,385.33
2015-04-16T16:15:00,-2.975,285.73,0.26,87.65,3.29,424.67,49.8,253.6,381.7
2015-04-16T16:45:00,-2.72,285.53,0.2728,87.63,3.56,269.53,45.177,252.63,377.6
2015-04-16T17:15:00,-1.534,285.21,0.2894,87.61,4.08,80.267,37.237,250.87,373.17
2015-04-16T17:45:00,-0.564,284.89,0.2979,87.61,3.39,61.597,29.45,249.43,367.6
2015-04-16T18:15:00,0.572,284.38,0.3096,87.6,3.08,45.367,14.593,248.6,361.97
2015-04-16T18:45:00,1.132,283.75,0.3322,87.6,3.02,3.1983,1.183,247.53,353.73
2015-04-16T19:15:00,3.333,283.21,0.3522,87.6,2.97,0,0,246.43,346.73
2015-04-16T19:45:00,3.307,282.47,0.3961,87.64,3.47,0,0,245.03,343.57
2015-04-16T20:15:00,3.268,282.08,0.41859999999999997,87.66,3.41,0,0,244.47,341.37
2015-04-16T20:45:00,3.229,281.67,0.4117,87.68,3.39,0,0,242.97,339.5
2015-04-16T21:15:00,3.195,281.48,0.3947,87.69,3.46,0,0,241.83,337.8
2015-04-16T21:45:00,3.162,281.4,0.3839,87.68,3.34,0,0,242.07,336.27
2015-04-16T22:15:00,3.134,281.42,0.37170000000000003,87.7,2.53,0,0,241.3,330.93
2015-04-16T22:45:00,3.108,281.54,0.3538,87.7,2.42,0,0,241.07,328.17
2015-04-16T23:15:00,3.088,281.77,0.3461,87.69,1.92,0,0,240.9,326.03
2015-04-16T23:45:00,3.063,281.89,0.3461,87.68,1.15,0,0,241.7,324.93
2015-04-17T00:15:00,3.043,281.89,0.3574,87.67,0.11,0,0,242.87,324.7
2015-04-17T00:45:00,0.739,281.56,0.39759999999999995,87.66,1.93,0,0,241.3,322.93
2015-04-17T01:15:00,0.075,281.04,0.4219,87.64,1.27,0,0,240.53,322.6
2015-04-17T01:45:00,1.514,281.28,0.4265,87.62,0.57,0,0,242.5,323.73
2015-04-17T02:15:00,2.953,282.08,0.41259999999999997,87.6,0.02,0,0,243.1,324.23
2015-04-17T02:45:00,2.93,281.7,0.3997,87.6,1.15,0,0,241.9,323.2
2015-04-17T03:15:00,2.911,280.28,0.4304,87.59,2.44,0,0,239.03,319.47
2015-04-17T03:45:00,2.895,280.18,0.42460000000000003,87.6,1.95,0,0,239.3,320.03
2015-04-17T04:15:00,2.88,280.19,0.4117,87.58,1.16,0,0,238.87,318.47
2015-04-17T04:45:00,2.868,280.2,0.4057,87.57,0,0,0,239.2,317.87
2015-04-17T05:15:00,0.854,280.45,0.3951,87.59,0.06,3.951,2.311,239.4,317.57
2015-04-17T05:45:00,-1.16,280.55,0.37170000000000003,87.58,0.05,52.883,16.74,238.53,319.83
2015-04-17T06:15:00,-5.739,280.67,0.322,87.58,0,136.67,26.887,238.37,326.4
2015-04-17T06:45:00,-8.317,281.33,0.3265,87.58,0.15,236.13,33.497,239.67,336.13
2015-04-17T07:15:00,-10.386,281.63,0.3554,87.59,0.98,341.9,40.24,241,345.6
2015-04-17T07:45:00,-10.64,281.84,0.3721,87.59,1.37,446.87,49.797,242.77,354.5
2015-04-17T08:15:00,-9.094,282.67,0.36060000000000003,87.58,1.4,546,58.923,245.8,362.67
2015-04-17T08:45:00,-10.564,283.62,0.3381,87.58,1.74,637.2,72.583,249,370.07
2015-04-17T09:15:00,-10.207,284.75,0.3144,87.6,1.58,717.07,78.467,252.83,378.27
2015-04-17T09:45:00,-7.922,285.82,0.30820000000000003,87.59,1.1,784.93,77.737,257.2,387.6
2015-04-17T10:15:00,-9.008,287.24,0.3003,87.59,1.48,841.33,78.347,262.93,397.7
2015-04-17T10:45:00,-11.776,287.55,0.3111,87.59,1.74,880.67,77.99,266.77,402.17
2015-04-17T11:15:00,-7.949,288.91,0.2917,87.58,2.12,909,79.407,272.3,410.73
2015-04-17T11:45:00,-14.486,289.83,0.2457,87.58,2.93,922.67,79.837,273.07,415.73
2015-04-17T12:15:00,-9.67,289.96,0.2084,87.57,3.08,925,80.433,270,415.63
2015-04-17T12:45:00,-4.484,290.24,0.2073,87.55,2.85,906,78.347,273.9,419
2015-04-17T13:15:00,-7.349,290.69,0.1724,87.54,3.43,879.67,78.107,271.07,420.07
2015-04-17T13:45:00,-7.625,290.83,0.1805,87.53,2.52,827.67,73.203,272.43,418.1
2015-04-17T14:15:00,-9.738,290.93,0.19949999999999998,87.51,3.85,766.53,71.24,274.53,416.8
2015-04-17T14:45:00,-8.263,291.21,0.1979,87.48,3.48,696.83,68.21,277.8,418.2
2015-04-17T15:15:00,-6.307,291.15,0.19219999999999998,87.47,3.4,614.9,62.167,276.73,414.53
2015-04-17T15:45:00,-7.744,291.25,0.1907,87.47,2.79,523.83,55.32,276.87,412.5
2015-04-17T16:15:00,-4.608,290.99,0.2104,87.47,3.58,399.6,48.89,276.23,407.77
2015-04-17T16:45:00,-3.244,290.52,0.2495,87.47,3.8,260.1,43.463,277.3,401.8
2015-04-17T17:15:00,-1.728,289.66,0.305,87.47,3.7,77.49,36.227,275.3,392.93
2015-04-17T17:45:00,2.288,288.95,0.3502,87.47,2.87,56.55,27.027,277.07,388.93
2015-04-17T18:15:00,4.543,287.85,0.4174,87.46,2.84,44.343,12.858,274.07,381.47
2015-04-17T18:45:00,4.772,286.47,0.4715,87.47,2.62,0,0,271.13,374.1
2015-04-17T19:15:00,5.001,285.61,0.513,87.52,1.48,0,0,268.5,366.6
2015-04-17T19:45:00,5.231,284.5,0.5512,87.55,1.8,0,0,265.03,358.93
2015-04-17T20:15:00,5.46,284.16,0.5534,87.56,2.79,0,0,263.1,357.03
2015-04-17T20:45:00,1.169,283.7,0.5574,87.57,1.04,0,0,262.5,355.37
2015-04-17T21:15:00,0.613,283.75,0.5494,87.59,1.32,0,0,258.83,350.63
2015-04-17T21:45:00,0.057,284.35,0.4964,87.6,1.14,0,0,256.17,347.43
2015-04-17T22:15:00,2.005,283.54,0.4951,87.61,1.45,0,0,247.33,341.73
2015-04-17T22:45:00,1.358,282.98,0.5065,87.63,0.91,0,0,242.67,337.57
2015-04-17T23:15:00,0.711,281.9,0.5427000000000001,87.66,2.29,0,0,239.57,333.67
2015-04-17T23:45:00,0.064,282.05,0.5381,87.67,2.55,0,0,237.9,333.77
2015-04-18T00:15:00,0.058,281.85,0.5324,87.67,1.47,0,0,237.43,331.67
2015-04-18T00:45:00,0.052,281.94,0.526,87.65,1.62,0,0,236.63,329.33
2015-04-18T01:15:00,0.588,281.62,0.5218,87.65,2.54,0,0,234.77,329.2
2015-04-18T01:45:00,3.22,281.39,0.5274,87.65,1.37,0,0,232.5,327.63
2015-04-18T02:15:00,3.192,281.59,0.47490000000000004,87.66,1.4,0,0,230.93,325.63
2015-04-18T02:45:00,3.17,282.35,0.44939999999999997,87.67,0.33,0,0,232.33,323.93
2015-04-18T03:15:00,3.146,282.39,0.3865,87.68,0.58,0,0,229.97,323.77
2015-04-18T03:45:00,3.122,282.33,0.2875,87.69,2.02,0,0,228.13,323
2015-04-18T04:15:00,3.099,282.45,0.2564,87.7,1.66,0,0,230.4,322.13
2015-04-18T04:45:00,3.076,282.2,0.2712,87.71,0.83,0,0,234.67,321.87
2015-04-18T05:15:00,0.511,282.04,0.27949999999999997,87.74,0.92,0,0,238.53,321.5
2015-04-18T05:45:00,0.534,281.61,0.308,87.77,1.82,30.323,7.498,236.77,322.33
2015-04-18T06:15:00,-0.553,281.01,0.3582,87.8,2.54,95,16.673,238.43,329.47
2015-04-18T06:45:00,-4.088,280.37,0.43229999999999996,87.84,2.66,177.07,26.417,237.9,337.07
2015-04-18T07:15:00,-6.278,280.67,0.4705,87.85,2.47,285.33,37.853,238.53,345.03
2015-04-18T07:45:00,-6.222,281.08,0.47130000000000005,87.87,3.22,394.27,48.273,239.17,351.97
2015-04-18T08:15:00,-9.371,281.47,0.4857,87.88,3.49,515.6,59.957,237.77,357.3
2015-04-18T08:45:00,-10.369,281.84,0.479,87.89,3.52,616.63,73.387,239,361.37
2015-04-18T09:15:00,-7.944,282.37,0.4622,87.9,4.3,714.8,81.767,240.03,365.67
2015-04-18T09:45:00,-10.601,282.89,0.4144,87.91,4.19,789.03,83.3,243.33,372.9
2015-04-18T10:15:00,-9.99,283.15,0.408,87.91,4.03,847.33,83.867,244.8,377.93
2015-04-18T10:45:00,-6.637,283.78,0.3807,87.89,3.69,891.67,84.067,246.9,383.2
2015-04-18T11:15:00,-10.649,283.93,0.35700000000000004,87.88,3.58,921.33,84.433,247.4,385.97
2015-04-18T11:45:00,-10.708,284.5,0.3321,87.86,3.47,935.33,84.867,248.53,390.67
2015-04-18T12:15:00,-7.252,284.96,0.32630000000000003,87.86,4.03,936,85.2,249.7,393.77
2015-04-18T12:45:00,-7.542,285.48,0.3074,87.84,3.99,918,83.7,250.47,395.17
2015-04-18T13:15:00,-11.872,286.2,0.2823,87.82,4.13,886.33,82.067,252,398.07
2015-04-18T13:45:00,-8.127,286.3,0.2697,87.81,4.52,839.67,79.047,251.93,395.8
2015-04-18T14:15:00,-9.326,286.62,0.2741,87.8,4.08,777.23,75.56,253.63,395.57
2015-04-18T14:45:00,-6.458,287.22,0.2457,87.78,4.08,706.77,72.007,255.7,397.8
2015-04-18T15:15:00,-5.612,287.29,0.2089,87.76,4.87,630,68.01,250.77,394.67
2015-04-18T15:45:00,-5.495,287.58,0.203,87.74,4.02,536.87,60.337,249.63,391.5
2015-04-18T16:15:00,-5.133,287.52,0.2003,87.72,4.34,397.3,52.897,249.93,389.6
2015-04-18T16:45:00,-2.765,287.6,0.2084,87.72,3.52,268.1,46.89,249.03,385.17
2015-04-18T17:15:00,-0.685,287.17,0.19640000000000002,87.7,3.97,119.9,39.92,245.67,380.03
2015-04-18T17:45:00,-0.041,286.84,0.2,87.68,3.84,69.997,29.61,245,375.87
2015-04-18T18:15:00,0.722,286.26,0.2119,87.66,3.08,51.383,15.617,243.87,369.13
2015-04-18T18:45:00,0.788,285.52,0.22829999999999998,87.65,3.11,4.973,1.896,241.5,358.63
2015-04-18T19:15:00,3.655,285.38,0.23079999999999998,87.65,2.57,0,0,241.3,347.67
2015-04-18T19:45:00,3.619,285.14,0.24239999999999998,87.66,2.27,0,0,241.77,341.37
2015-04-18T20:15:00,3.577,285.02,0.2469,87.67,2.37,0,0,241.57,339.33
2015-04-18T20:45:00,3.527,284.62,0.2741,87.68,2.2,0,0,241.2,337.67
2015-04-18T21:15:00,3.479,284.37,0.2832,87.67,1.33,0,0,239.9,335.13
2015-04-18T21:45:00,3.436,284.41,0.2748,87.66,1.99,0,0,240.27,334.73
2015-04-18T22:15:00,3.398,284.55,0.25989999999999996,87.65,2.52,0,0,240.87,337.07
2015-04-18T22:45:00,3.358,284.41,0.2588,87.65,1.98,0,0,240.8,336.17
2015-04-18T23:15:00,3.327,284.54,0.2565,87.65,1.97,0,0,239.97,334.83
2015-04-18T23:45:00,3.301,284.67,0.2429,87.65,1.89,0,0,239.6,332.5
2015-04-19T00:15:00,3.283,284.59,0.2364,87.64,1.09,0,0,239.97,332.77
2015-04-19T00:45:00,3.256,284.32,0.2394,87.61,0.34,0,0,238.43,329.77
2015-04-19T01:15:00,3.229,284.07,0.2495,87.6,1,0,0,239.1,329.07
2015-04-19T01:45:00,1.629,283.97,0.25420000000000004,87.59,0.07,0,0,241.4,330.4
2015-04-19T02:15:00,0.029,284.66,0.2433,87.58,0.26,0,0,241.3,329.93
2015-04-19T02:45:00,0.117,284.38,0.2443,87.57,0.09,0,0,241.53,329.43
2015-04-19T03:15:00,0.205,284.15,0.245,87.56,0.01,0,0,242.03,328.97
2015-04-19T03:45:00,0.195,283.94,0.2596,87.55,0.02,0,0,240.8,328.53
2015-04-19T04:15:00,0.185,283.66,0.2595,87.53,0,0,0,240.2,327.27
2015-04-19T04:45:00,0.175,283.7,0.25579999999999997,87.52,0.89,0,0,239.1,326.67
2015-04-19T05:15:00,0.165,283.35,0.2577,87.52,0.83,0,0,238.53,325.8
2015-04-19T05:45:00,-0.004,283.32,0.2588,87.53,0,34.667,9.6127,238.1,327.33
2015-04-19T06:15:00,-0.202,283.44,0.2446,87.52,0,95.197,18.323,238.03,331.77
2015-04-19T06:45:00,-2.115,283.8,0.22870000000000001,87.52,0.37,183.93,27.817,238.1,340.23
2015-04-19T07:15:00,-9.05,283.52,0.2635,87.51,1.35,286.5,37.71,238.7,351.1
2015-04-19T07:45:00,-9.322,283.92,0.2844,87.48,1.01,387.2,46.873,239.23,361
2015-04-19T08:15:00,-15.303,284.69,0.25739999999999996,87.47,0.29,482.3,54.997,243.63,371
2015-04-19T08:45:00,-10.926,285.78,0.2752,87.44,1.09,560.97,64.897,249.8,379.1
2015-04-19T09:15:00,-17.41,286.59,0.24280000000000002,87.44,1.58,650.9,74.147,251.9,386.03
2015-04-19T09:45:00,-7.318,286.96,0.1796,87.42,2.09,708.4,75.75,250.77,391.3
2015-04-19T10:15:00,-8.71,287.45,0.1597,87.41,2.26,787.13,80.013,251.33,397.1
2015-04-19T10:45:00,-15.734,288.09,0.1747,87.39,2.6,838.67,81.733,252.8,400.43
2015-04-19T11:15:00,-17.979,288.05,0.1796,87.38,2.51,864.67,82.167,256.37,404.5
2015-04-19T11:45:00,-6.005,287.86,0.1795,87.36,2.83,898.67,84.533,256.4,405.1
2015-04-19T12:15:00,-10.655,288.35,0.20489999999999997,87.33,3.29,898.33,84.1,260.13,409.07
2015-04-19T12:45:00,-9.208,288.44,0.2206,87.31,3.3,860.33,81.497,264,408.5
2015-04-19T13:15:00,-11.768,288.64,0.20170000000000002,87.29,3.68,816.7,78.797,267,410
2015-04-19T13:45:00,-11.771,289.21,0.1789,87.27,3.03,766.23,73.98,269.23,411.63
2015-04-19T14:15:00,-6.693,289.3,0.1775,87.25,3.26,700.33,69.47,267.07,408.53
2015-04-19T14:45:00,-8.917,289.55,0.1789,87.21,2.99,643.87,67.197,267.57,408.37
2015-04-19T15:15:00,-6.607,289.78,0.18170000000000003,87.19,3.04,560.43,61.303,270.37,408.57
2015-04-19T15:45:00,-5.711,289.53,0.1924,87.16,3.55,474.2,55.15,267.23,402.4
2015-04-19T16:15:00,-5.437,289.39,0.20190000000000002,87.13,3.57,355.67,47.593,265.07,397.63
2015-04-19T16:45:00,-3.715,289.12,0.21050000000000002,87.12,3.07,251.7,40.883,264.8,394.63
2015-04-19T17:15:00,-1.305,288.8,0.2161,87.1,3.27,162.93,33.683,263.8,389.93
2015-04-19T17:45:00,-0.917,288.43,0.2318,87.09,3.1,82.777,23.19,260.57,382.6
2015-04-19T18:15:00,0.35,287.97,0.2484,87.07,2.57,48.36,11.66,260.1,375.53
2015-04-19T18:45:00,1.269,287.48,0.2589,87.06,2.27,7.156,2.3867,260.03,365.6
2015-04-19T19:15:00,3.746,287.33,0.2551,87.07,2.46,0,0,257.2,356.9
2015-04-19T19:45:00,3.72,287.08,0.2475,87.08,3.02,0,0,254.87,353.83
2015-04-19T20:15:00,3.67,286.18,0.2495,87.08,2.95,0,0,254.63,352.93
2015-04-19T20:45:00,3.617,285.78,0.2641,87.08,3.55,0,0,253.67,352.87
2015-04-19T21:15:00,3.573,285.11,0.2904,87.08,3.43,0,0,251.5,352.07
2015-04-19T21:45:00,3.535,284.88,0.29719999999999996,87.08,3.48,0,0,250.8,349.97
2015-04-19T22:15:00,3.502,284.97,0.29359999999999997,87.07,3.11,0,0,250.7,347.8
2015-04-19T22:45:00,3.471,284.93,0.2922,87.06,3.03,0,0,250.8,345.1
2015-04-19T23:15:00,3.446,284.92,0.28859999999999997,87.04,2.36,0,0,251.73,342.07
2015-04-19T23:45:00,3.425,285.16,0.2773,87.03,2.34,0,0,253.5,341
2015-04-20T00:15:00,3.404,285.16,0.2717,87.02,1.62,0,0,253.37,341.2
2015-04-20T00:45:00,3.373,284.76,0.2758,87.01,0.35,0,0,250.8,336.63
2015-04-20T01:15:00,3.35,284.99,0.2658,86.99,0.31,0,0,249.8,335.4
2015-04-20T01:45:00,3.33,285.09,0.2637,86.98,0.06,0,0,251.67,335.23
2015-04-20T02:15:00,3.306,285.05,0.2596,86.98,1.14,0,0,251.83,334.6
2015-04-20T02:45:00,3.282,284.87,0.26539999999999997,86.97,1.06,0,0,249.23,333.9
2015-04-20T03:15:00,3.259,284.69,0.2778,86.96,0.98,0,0,247.53,332.97
2015-04-20T03:45:00,3.238,284.45,0.28850000000000003,86.95,0,0,0,243.8,330.57
2015-04-20T04:15:00,3.218,284.68,0.2776,86.93,0,0,0,243.03,331.03
2015-04-20T04:45:00,3.195,284.81,0.2619,86.92,0,0,0,243.83,331.1
2015-04-20T05:15:00,3.179,284.59,0.2675,86.92,0,0,0,243.97,331.17
2015-04-20T05:45:00,-0.021,284.68,0.2522,86.91,0.04,49.973,14.55,245.17,332.7
2015-04-20T06:15:00,-1.577,284.56,0.2466,86.92,0.93,135.63,25.973,242.93,337.13
2015-04-20T06:45:00,-4.737,284.21,0.2751,86.93,0.95,235.03,33.967,243.87,348.83
2015-04-20T07:15:00,-7.6,284.38,0.2999,86.93,0.88,338.5,41.62,245.8,358.77
2015-04-20T07:45:00,-8.617,284.92,0.2939,86.92,0.65,443.27,50,247.07,368.2
2015-04-20T08:15:00,-6.194,285.42,0.2854,86.91,1.33,541.47,59.23,249.7,376.03
2015-04-20T08:45:00,-8.309,286.01,0.2613,86.9,1.69,635.43,72.33,252.33,382.67
2015-04-20T09:15:00,-9.543,286.69,0.2699,86.9,1.99,715,79.643,256.77,389.73
2015-04-20T09:45:00,-8.646,287.22,0.2777,86.9,1.84,778.3,79.527,260.23,395.8
2015-04-20T10:15:00,-8.433,287.74,0.2858,86.89,1.77,831.33,80.12,264.17,402.1
2015-04-20T10:45:00,-10.558,288.21,0.2671,86.87,2.01,873,80.02,266.03,406.6
2015-04-20T11:15:00,-4.683,288.48,0.2602,86.86,2.12,902.67,81.367,267.8,410.3
2015-04-20T11:45:00,-10.673,289.29,0.2522,86.84,2.25,914.33,81.7,271.47,416.03
2015-04-20T12:15:00,-7.8,289.75,0.2373,86.82,2.8,918.67,82.367,274.03,419.57
2015-04-20T12:45:00,-6.499,290.37,0.22039999999999998,86.79,3.35,878.67,79.96,276.33,421.4
2015-04-20T13:15:00,-7.324,290.9,0.2096,86.78,2.87,869.67,78.73,276.5,421.47
2015-04-20T13:45:00,-8.936,291.34,0.19269999999999998,86.75,2.48,828.33,75.693,277.13,422.43
2015-04-20T14:15:00,-8.874,291.34,0.18539999999999998,86.73,2.35,755.1,70.9,277.5,422
2015-04-20T14:45:00,-5.867,291.51,0.1795,86.7,3.2,690.27,68.937,276.6,420.07
2015-04-20T15:15:00,-6.114,291.76,0.17379999999999998,86.69,2.89,610.3,63.68,278.2,420.2
2015-04-20T15:45:00,-4.196,291.42,0.1693,86.68,3.39,522.8,57.577,274.13,412.97
2015-04-20T16:15:00,-3.434,291.2,0.17379999999999998,86.67,3.37,399.5,50.387,272.8,408.17
2015-04-20T16:45:00,-2.739,290.94,0.179,86.67,3.07,256.87,43.663,272.37,403.83
2015-04-20T17:15:00,-1.637,290.63,0.1886,86.66,2.64,181.77,35.913,271.87,397.73
2015-04-20T17:45:00,-0.867,290.22,0.2026,86.65,2.38,73.143,24.66,270.57,391.17
2015-04-20T18:15:00,0.331,289.87,0.21050000000000002,86.64,2.43,46.483,11.55,269.9,382.43
2015-04-20T18:45:00,0.182,289.68,0.21289999999999998,86.65,1.94,7.1507,2.399,267.43,371
2015-04-20T19:15:00,0.195,289.56,0.21289999999999998,86.66,1.56,0,0,268.27,362.53
2015-04-20T19:45:00,1.086,289,0.2912,86.68,2.23,0,0,271.4,361.33
2015-04-20T20:15:00,1.438,288.01,0.3592,86.7,2.24,0,0,269.87,361.73
2015-04-20T20:45:00,3.761,288.05,0.2918,86.71,2.06,0,0,265.47,355.37
2015-04-20T21:15:00,3.714,287.88,0.28550000000000003,86.71,2.01,0,0,268.33,355.9
2015-04-20T21:45:00,3.678,287.65,0.32280000000000003,86.7,2.2,0,0,269.87,356.93
2015-04-20T22:15:00,3.644,287.47,0.3668,86.69,2.36,0,0,270.17,355.2
2015-04-20T22:45:00,3.613,287.27,0.36460000000000004,86.7,1.6,0,0,269.03,350.77
2015-04-20T23:15:00,0.435,286.83,0.3784,86.71,0.15,0,0,268.07,349.83
2015-04-20T23:45:00,0.372,286.78,0.38380000000000003,86.71,0.01,0,0,267.97,348.8
2015-04-21T00:15:00,0.309,287.32,0.3833,86.69,0.34,0,0,267.13,348.47
2015-04-21T00:45:00,0.246,287.07,0.38549999999999995,86.68,0.68,0,0,265.97,347.6
2015-04-21T01:15:00,0.182,286.55,0.40299999999999997,86.67,0.88,0,0,265.1,346.9
2015-04-21T01:45:00,0.014,286.69,0.40020000000000006,86.67,0.51,0,0,265.7,345.53
2015-04-21T02:15:00,0.546,286.44,0.40840000000000004,86.66,0,0,0,266.2,345.1
2015-04-21T02:45:00,0.756,286.16,0.4089,86.65,0.35,0,0,262.8,343.8
2015-04-21T03:15:00,0.887,286.01,0.36729999999999996,86.65,1.11,0,0,261.9,343.57
2015-04-21T03:45:00,1.15,285.52,0.4138,86.65,0.99,0,0,261.93,342.1
2015-04-21T04:15:00,1.15,285.05,0.4573,86.66,1.87,0,0,261.77,341.37
2015-04-21T04:45:00,1.281,284.86,0.462,86.65,0.56,0,0,262.8,341.4
2015-04-21T05:15:00,1.412,284.23,0.4874,86.66,1.18,6.8843,2.068,263.1,341.67
2015-04-21T05:45:00,-1.017,283.53,0.5093,86.66,1.39,65.55,13.137,264.17,344.5
2015-04-21T06:15:00,-1.778,283.91,0.48100000000000004,86.67,0.24,130.07,20.77,264.83,349.67
2015-04-21T06:45:00,-3.048,284.29,0.4864,86.68,0.1,216.8,29.577,264.2,357.37
2015-04-21T07:15:00,-7.891,284.81,0.507,86.68,0.52,287.03,34.643,264.57,365.87
2015-04-21T07:45:00,-10.99,285.44,0.49770000000000003,86.68,1.32,410.7,46.797,266.27,373.1
2015-04-21T08:15:00,-11.475,285.96,0.4434,86.69,1.68,492.73,53.677,272.07,379.53
2015-04-21T08:45:00,-17.204,286.31,0.41490000000000005,86.69,1.52,610.97,66.277,276.63,385.93
2015-04-21T09:15:00,-11.023,286.8,0.4017,86.69,1.88,599.57,63.853,278.1,389.33
2015-04-21T09:45:00,-11.625,287.42,0.3546,86.7,1.61,778.93,78.883,278.7,396.47
2015-04-21T10:15:00,-16.857,288.11,0.3407,86.7,1.53,823.17,77.77,282.87,403.5
2015-04-21T10:45:00,-16.765,288.37,0.35259999999999997,86.7,2.62,791.7,72.243,287.07,405.93
2015-04-21T11:15:00,-14.483,288.77,0.3502,86.69,2.75,907.33,82.36,288.83,409.07
2015-04-21T11:45:00,-20.008,289.24,0.3533,86.68,2.96,932.67,84.34,298.1,413.57
2015-04-21T12:15:00,-10.862,288.73,0.3795,86.67,3.36,595,53.673,310.43,404.23
2015-04-21T12:45:00,-16.215,288.83,0.3871,86.66,4.51,840.4,76.453,286.9,407.73
2015-04-21T13:15:00,-11.987,288.46,0.40130000000000005,86.66,5.12,846.8,77.567,281.43,406.33
2015-04-21T13:45:00,-14.107,288.47,0.41009999999999996,86.64,4.99,830.67,77.163,280.43,405.67
2015-04-21T14:15:00,-14.227,288.14,0.42840000000000006,86.63,5.6,770.43,74.427,281.17,404.73
2015-04-21T14:45:00,-10.055,286.98,0.4739,86.62,6.4,678.5,68.763,274.93,393.63
2015-04-21T15:15:00,-9.85,286.49,0.4886,86.62,6.04,600.9,63.927,273.43,388.7
2015-04-21T15:45:00,-11.953,285.76,0.5113,86.63,6.45,611,67.797,280.2,386.1
2015-04-21T16:15:00,-12.224,285.09,0.5161,86.65,5.65,512.27,61.107,278.67,379.53
2015-04-21T16:45:00,-8.632,283.86,0.5574,86.67,5.56,336.23,53.483,285,371.87
2015-04-21T17:15:00,-3.562,282.26,0.6363,86.68,7.04,211.3,27.043,311.57,364.6
2015-04-21T17:45:00,0.728,281.53,0.6628000000000001,86.69,7.84,114.8,16.053,319.9,358.7
2015-04-21T18:15:00,2.508,281.13,0.6827,86.68,7.59,93.127,16.51,304.6,355.27
2015-04-21T18:45:00,5.345,280.47,0.7226,86.71,7.31,29.3,5.2663,284.13,350.17
2015-04-21T19:15:00,6.694,280.24,0.7234,86.76,6.58,0,0,279.37,348.03
2015-04-21T19:45:00,5.778,280.14,0.7169,86.8,6.26,0,0,286.07,347.17
2015-04-21T20:15:00,6.248,279.53,0.774,86.83,5.97,0,0,301.3,345.37
