date (:DateTime),GPP (μmol / m^2 / s),Tair (K),RH,Pressure (kPa),wind_speed (m / s),SWdn (W / m^2),SWup (W / m^2),LWdn (W / m^2),LWup (W / m^2)
2015-07-21T07:45:00,-7.942,290.62,0.4534,87.11,3.32,530.3,57.4,282.6,405.87
2015-07-21T08:15:00,-7.875,291.29,0.4291,87.1,3.64,622,65.063,287.03,412.93
2015-07-21T08:45:00,-10.961,292.08,0.38170000000000004,87.09,4.18,708.47,71.68,288.53,418.27
2015-07-21T09:15:00,-7.814,292.92,0.33380000000000004,87.07,4.56,788,79.833,289.4,423.47
2015-07-21T09:45:00,-8.529,293.65,0.3074,87.06,4.35,854.67,90.033,294.17,433.13
2015-07-21T10:15:00,-9.616,293.81,0.2823,87.05,5.22,911,91.267,294.7,438.47
2015-07-21T10:45:00,-5.664,294.01,0.3072,87.01,5.54,950.33,90.8,296.6,441.5
2015-07-21T11:15:00,-5.809,294.67,0.2706,86.98,5.98,982.33,89.733,295.23,446.8
2015-07-21T11:45:00,-4.786,295.07,0.25420000000000004,86.95,6.31,1000,89.767,298.97,452.87
2015-07-21T12:15:00,-2.984,295.69,0.2141,86.93,6.19,1001,89.567,299.8,457.6
2015-07-21T12:45:00,-3.391,295.91,0.21289999999999998,86.9,6.79,986.67,88,299.33,456.17
2015-07-21T13:15:00,-2.576,296.34,0.20170000000000002,86.89,5.99,967.67,87.5,303.5,458.77
2015-07-21T13:45:00,-5.278,296.3,0.2396,86.87,4.93,893.8,81.857,315.47,456.6
2015-07-21T14:15:00,-2.357,295.88,0.295,86.87,4.54,817.13,76.333,319.8,450
2015-07-21T14:45:00,-6.562,295.24,0.2989,86.85,5.23,783.1,75.703,316.57,445.07
2015-07-21T15:15:00,-3.825,294.8,0.2781,86.83,4.64,512.57,51.02,311.1,435.9
2015-07-21T15:45:00,-0.48,294.63,0.2473,86.8,3.88,350.47,37.007,305.4,429.67
2015-07-21T16:15:00,0.118,293.84,0.2801,86.77,4.38,208.73,22.737,318.17,423.6
2015-07-21T16:45:00,0.109,293.76,0.2875,86.73,6.03,312.67,38.837,320.4,424.43
2015-07-21T17:15:00,-2.919,293.55,0.28309999999999996,86.69,7.19,477.97,64.577,311.4,426
2015-07-21T17:45:00,0.315,292.74,0.30579999999999996,86.67,7.99,366.23,52.907,304.37,417
2015-07-21T18:15:00,1.781,291.87,0.3272,86.68,7.81,245.83,42.89,307.33,411.87
2015-07-21T18:45:00,2.295,290.8,0.3471,86.69,7.84,120.1,26.617,303.03,404.37
2015-07-21T19:15:00,5.44,289.65,0.3834,86.7,5.99,31.297,6.274,296.87,396.13
2015-07-21T19:45:00,12.457,288.53,0.473,86.73,4.88,0,0,297.1,389.97
2015-07-21T20:15:00,11.505,287.2,0.5895,86.76,4.82,0,0,296.83,383.4
2015-07-21T20:45:00,8.751,286.83,0.5687,86.8,4.14,0,0,291.57,380.8
2015-07-21T21:15:00,4.427,286.16,0.5902000000000001,86.82,2.61,0,0,284.03,375
2015-07-21T21:45:00,5.472,285.81,0.6071,86.81,4.04,0,0,283.1,372.2
2015-07-21T22:15:00,7.046,285.52,0.6061,86.79,4.86,0,0,285.63,372.7
2015-07-21T22:45:00,7.798,285.04,0.6314,86.79,4.13,0,0,288.43,370.53
2015-07-21T23:15:00,7.063,284.83,0.6365,86.79,5.01,0,0,282.9,367.13
2015-07-21T23:45:00,9.181,284.68,0.6388,86.79,5.5,0,0,279.83,367.8
2015-07-22T00:15:00,8.64,284.3,0.6751999999999999,86.8,5.49,0,0,279.63,367.23
2015-07-22T00:45:00,5.28,283.89,0.7009000000000001,86.81,3.2,0,0,271.83,364.23
2015-07-22T01:15:00,8.542,283.54,0.7219,86.81,3.83,0,0,270.43,362.9
2015-07-22T01:45:00,4.955,283.3,0.7329000000000001,86.79,4.9,0,0,261.8,361.43
2015-07-22T02:15:00,6.28,283.1,0.7418,86.78,6.13,0,0,252.47,359.97
2015-07-22T02:45:00,8.258,282.99,0.7399,86.77,6.22,0,0,250.4,358.83
2015-07-22T03:15:00,7.337,282.57,0.7469,86.8,2.92,0,0,251.6,355.8
2015-07-22T03:45:00,3.675,282.52,0.7339,86.81,2.81,0,0,251.1,353.97
2015-07-22T04:15:00,2.08,281.87,0.7854000000000001,86.82,1.68,0,0,249.03,350.07
2015-07-22T04:45:00,2.567,281.67,0.7813,86.83,1.91,4.7933,2.1537,248.17,346.37
2015-07-22T05:15:00,3.051,281.56,0.7633,86.82,2.47,50.637,14.64,245.23,347.7
2015-07-22T05:45:00,-4.357,282.19,0.6624,86.82,0.85,132.53,25.657,244.33,351.07
2015-07-22T06:15:00,-10.54,283.33,0.5282,86.83,0.59,231.13,34.043,245.7,358.23
2015-07-22T06:45:00,-8.18,284.04,0.5207999999999999,86.83,1.07,318.1,38.837,249,365.53
2015-07-22T07:15:00,-6.985,285.33,0.4598,86.82,1.14,423.37,47.33,252.97,374.07
2015-07-22T07:45:00,-11.585,285.77,0.46549999999999997,86.82,2.4,531.03,57.68,256.4,379.67
2015-07-22T08:15:00,-13.175,286.76,0.40979999999999994,86.82,2.03,626.4,65.87,261.6,387.77
2015-07-22T08:45:00,-10.283,287.75,0.3716,86.8,1.67,711.83,71.09,267.13,396.6
2015-07-22T09:15:00,-13.065,288.46,0.3275,86.8,1.63,780.1,77.107,270.73,402.7
2015-07-22T09:45:00,-15.351,289.39,0.28859999999999997,86.79,3.06,859,90.333,272.5,411.47
2015-07-22T10:15:00,-16.32,290.11,0.28309999999999996,86.79,2.39,882,86.433,278.7,418.63
2015-07-22T10:45:00,-9.077,290.35,0.2965,86.79,2.3,945.33,88.033,282.23,424.13
2015-07-22T11:15:00,-5.356,290.29,0.3784,86.78,2.5,967,85.133,286.7,424.9
2015-07-22T11:45:00,5.015,291.09,0.29309999999999997,86.76,2.24,984.33,85.2,287.2,429.07
2015-07-22T12:15:00,-7.66,292.44,0.2466,86.74,2.28,991.67,85.7,291.13,439.73
2015-07-22T12:45:00,-7.08,292.91,0.23829999999999998,86.72,3.28,980,84.933,292.17,442.9
2015-07-22T13:15:00,-8.255,293.04,0.2191,86.7,3.64,956.33,83.7,290.03,442.27
2015-07-22T13:45:00,-8.121,293.46,0.2138,86.68,2.76,915,81.5,291.87,443.1
2015-07-22T14:15:00,-7.105,293.71,0.2522,86.66,3.63,858,78.377,296.53,441.83
2015-07-22T14:45:00,-4.062,293.45,0.2655,86.65,3.28,788.3,74.397,298.6,438.77
2015-07-22T15:15:00,-6.713,293.51,0.281,86.64,2.91,710.13,68.85,300.17,435.7
2015-07-22T15:45:00,-6.532,293.25,0.2978,86.63,3.75,629.9,64.737,298.23,430.27
2015-07-22T16:15:00,-6.29,293.22,0.2999,86.62,3.16,538.3,58.33,299.7,429.07
2015-07-22T16:45:00,-6.978,293.08,0.30269999999999997,86.61,3.13,442.07,53.2,296.9,424.37
2015-07-22T17:15:00,-2.518,292.58,0.3131,86.61,3.8,327.43,46.71,289.37,416.53
2015-07-22T17:45:00,1.098,291.84,0.3422,86.62,3.49,258.8,38.933,285.57,409.93
2015-07-22T18:15:00,0.87,290.92,0.37829999999999997,86.64,3.31,170.93,32.497,282.97,403.53
2015-07-22T18:45:00,5.454,289.97,0.4083,86.66,3.06,80.347,21.26,278.67,395.57
2015-07-22T19:15:00,5.301,288.71,0.4807,86.67,2.27,17.625,6.3807,274.8,389.57
2015-07-22T19:45:00,10.644,287.73,0.5226,86.67,3.01,0,0,268.43,383.3
2015-07-22T20:15:00,13.531,287.07,0.5446,86.67,5.4,0,0,261.9,380.37
2015-07-22T20:45:00,8.683,286.26,0.5896,86.69,5.74,0,0,257.7,376.57
2015-07-22T21:15:00,10.4,285.78,0.6198,86.71,6.36,0,0,255.63,373.5
2015-07-22T21:45:00,9.714,285.26,0.6408,86.72,5.73,0,0,253.87,370.73
2015-07-22T22:15:00,11.702,284.72,0.6643000000000001,86.71,6.16,0,0,250.5,367.73
2015-07-22T22:45:00,12.629,284.4,0.6794,86.71,5.65,0,0,249.03,365.83
2015-07-22T23:15:00,6.016,284.1,0.6845,86.72,5.08,0,0,248.23,363.73
2015-07-22T23:45:00,11.76,284.08,0.6806,86.72,4.97,0,0,249.57,362.9
2015-07-23T00:15:00,9.362,283.94,0.6893,86.71,6.3,0,0,251.7,363.2
2015-07-23T00:45:00,6.422,283.73,0.6887000000000001,86.71,5.6,0,0,254.43,361.93
2015-07-23T01:15:00,8.593,283.63,0.6948000000000001,86.72,5.69,0,0,252.8,361.5
2015-07-23T01:45:00,10.238,283.63,0.6929000000000001,86.72,5.47,0,0,254.9,361.8
2015-07-23T02:15:00,12.205,283.67,0.6884,86.72,6.87,0,0,255.97,361.23
2015-07-23T02:45:00,7.661,283.31,0.6903,86.74,6.14,0,0,257.93,360.03
2015-07-23T03:15:00,7.29,283.22,0.6892,86.76,5.65,0,0,258.03,358.77
2015-07-23T03:45:00,5.019,283.31,0.64,86.76,5.57,0,0,260.03,359.37
2015-07-23T04:15:00,5.915,283.08,0.6564,86.77,5.76,0,0,257.13,358.6
2015-07-23T04:45:00,8.127,282.94,0.6552,86.81,4.62,5.156,2.4,252.93,356.6
2015-07-23T05:15:00,1.536,282.62,0.6559999999999999,86.86,1.98,55.287,16.1,251.9,353.93
2015-07-23T05:45:00,3.37,283.1,0.6425,86.88,4.77,129.47,25.433,252.67,356.13
2015-07-23T06:15:00,-5.907,283.59,0.6345000000000001,86.9,4.76,229.47,35.557,254.2,361.6
2015-07-23T06:45:00,-7.991,284.38,0.6038,86.94,2.23,322.4,41.043,257.43,368.3
2015-07-23T07:15:00,-12.673,285.26,0.5565,86.95,3.27,424.23,49.15,259.5,374.6
2015-07-23T07:45:00,-16.122,286.5,0.47659999999999997,86.95,1.85,521.8,56.26,264.8,384.1
2015-07-23T08:15:00,-13.651,287.33,0.43119999999999997,86.96,1.67,610.37,62.183,270.27,391.3
2015-07-23T08:45:00,-15.722,287.78,0.4429,86.98,2.54,695.2,68.753,275.17,397
2015-07-23T09:15:00,-15.819,288.63,0.40490000000000004,86.99,2.79,772.9,76.75,278.33,403.83
2015-07-23T09:45:00,-15.743,289.46,0.38780000000000003,87,3.47,841,87.3,282.1,410.97
2015-07-23T10:15:00,-16.759,290.52,0.319,87.02,4.08,896.67,88.833,284.97,420.43
2015-07-23T10:45:00,-6.271,291.11,0.26289999999999997,87.03,3.44,937.67,87.967,286.57,427.13
2015-07-23T11:15:00,-0.748,291.91,0.24539999999999998,87.03,4.09,967.33,86.4,288.57,434.03
2015-07-23T11:45:00,-7.956,292.07,0.24989999999999998,87.03,4.52,984.33,86.533,289.97,436.8
2015-07-23T12:15:00,-7.57,292.52,0.24280000000000002,87.03,5.22,984,86.667,292.93,440.07
2015-07-23T12:45:00,-6.908,292.84,0.2267,87.02,5.76,971.33,86.067,294.1,440.63
2015-07-23T13:15:00,-4.686,293.32,0.223,87.02,4.97,943,83.3,297.13,442.3
2015-07-23T13:45:00,-5.906,293.88,0.215,87.01,5.72,901.67,81.5,299.13,444.43
2015-07-23T14:15:00,-3.62,294.09,0.21960000000000002,87,5.6,845,78.497,303.13,442.77
2015-07-23T14:45:00,-0.943,294.37,0.2132,86.99,5.76,782.07,75.473,303.9,441.63
2015-07-23T15:15:00,1.694,294.48,0.2041,86.99,6.37,708.57,70.927,302.5,439.13
2015-07-23T15:45:00,-5.641,294.11,0.26899999999999996,86.98,5.98,624.43,65.22,303.63,432.37
2015-07-23T16:15:00,-5.456,293.9,0.3251,86.98,5.85,534.27,58.53,305.17,428.47
2015-07-23T16:45:00,-3.055,293.42,0.3353,86.98,7.1,431,53.417,302.3,422.13
2015-07-23T17:15:00,-0.913,292.8,0.34600000000000003,86.99,7.23,333.27,46.087,299.2,416.3
2015-07-23T17:45:00,1.937,292.27,0.35729999999999995,87.02,6.85,253.17,38.183,296.2,411.47
2015-07-23T18:15:00,2.558,291.64,0.3555,87.03,6.6,163.83,31.647,295,407.83
2015-07-23T18:45:00,5.747,290.86,0.3886,87.03,7.39,68.32,19.47,292.93,402.2
2015-07-23T19:15:00,5.569,290.14,0.42200000000000004,87.04,7.01,13.234,5.8953,291.8,397.33
2015-07-23T19:45:00,10.322,289.37,0.473,87.08,6.33,0,0,289.33,392.83
2015-07-23T20:15:00,9.577,288.76,0.5015,87.11,5.78,0,0,286.87,389.3
2015-07-23T20:45:00,11.647,288.23,0.504,87.16,5.93,0,0,284.77,386.6
2015-07-23T21:15:00,11.992,287.72,0.4962,87.18,5.9,0,0,281.8,383.17
2015-07-23T21:45:00,11.177,287.35,0.4893,87.16,6.31,0,0,280.57,380.83
2015-07-23T22:15:00,7.918,287.06,0.4925,87.17,6.33,0,0,279.9,379.37
2015-07-23T22:45:00,5.826,286.87,0.5111,87.19,5.71,0,0,280.27,378.47
2015-07-23T23:15:00,6.113,286.35,0.5464,87.2,5.96,0,0,280.77,376.97
2015-07-23T23:45:00,9.363,286.19,0.5687,87.19,6.91,0,0,279.87,375
2015-07-24T00:15:00,5.017,285.92,0.5797,87.22,5.42,0,0,278.43,373.3
2015-07-24T00:45:00,6.696,285.69,0.5914,87.22,3.83,0,0,277.93,371.07
2015-07-24T01:15:00,8.102,285.41,0.6113000000000001,87.23,3.7,0,0,277.07,369.2
2015-07-24T01:45:00,9.258,285.23,0.6321,87.24,3.54,0,0,277.4,369
2015-07-24T02:15:00,7.504,285.23,0.6475,87.24,3.48,0,0,276.97,367.83
2015-07-24T02:45:00,9.027,285.28,0.6518999999999999,87.24,4.28,0,0,277.23,368.83
2015-07-24T03:15:00,7.784,284.93,0.6731,87.25,3.96,0,0,275.33,367.2
2015-07-24T03:45:00,6.762,284.69,0.6862,87.24,5.55,0,0,274.1,366.9
2015-07-24T04:15:00,4.473,284.68,0.6862999999999999,87.25,4.86,0,0,274,366.93
2015-07-24T04:45:00,6.292,284.46,0.7111,87.27,4.25,3.7713,1.639,273.27,364.57
2015-07-24T05:15:00,4.287,284.53,0.708,87.28,5.18,52.707,15.16,271.03,362.8
2015-07-24T05:45:00,-2.421,284.87,0.6865000000000001,87.31,4.04,128.4,25.003,273.37,366.8
2015-07-24T06:15:00,-8.547,285.82,0.6446,87.33,3.62,219.5,33.22,276.6,372.97
2015-07-24T06:45:00,-13.387,286.67,0.617,87.35,3.84,319.43,40.457,279.07,379.67
2015-07-24T07:15:00,-13.513,287.35,0.5951,87.36,4.54,416.4,47.793,280.97,385.8
2015-07-24T07:45:00,-17.143,288.36,0.5597,87.36,4.22,515.9,55.943,284.73,393.83
2015-07-24T08:15:00,-13.183,288.87,0.5357999999999999,87.37,5.06,602.57,63.15,286.9,399.2
2015-07-24T08:45:00,-13.7,289.73,0.4962,87.37,5.79,686.2,70.06,290.3,405.57
2015-07-24T09:15:00,-11.446,290.42,0.46950000000000003,87.37,6.37,762.57,77.533,293.73,411.37
2015-07-24T09:45:00,-9.294,291.21,0.44329999999999997,87.35,6.17,830,87.067,295.17,417.43
2015-07-24T10:15:00,-7.494,291.65,0.42450000000000004,87.36,6.13,882.33,87.9,298.8,424.8
2015-07-24T10:45:00,-8.488,291.9,0.41859999999999997,87.37,6.65,923.67,87.433,301,429.87
2015-07-24T11:15:00,-3.027,292.41,0.4065,87.38,6.94,953.33,86.467,302.97,434.2
2015-07-24T11:45:00,-8.262,293.16,0.3796,87.38,6.57,970.33,86.6,303.8,438.27
2015-07-24T12:15:00,-10.281,293.54,0.3636,87.37,7.09,970.33,86.833,305.2,441.97
2015-07-24T12:45:00,-5.698,293.89,0.3468,87.35,7.35,955,85.2,308.9,444.87
2015-07-24T13:15:00,-4.704,294.21,0.32409999999999994,87.35,7,928.67,83,308.8,445.43
2015-07-24T13:45:00,-5.479,294.45,0.3122,87.35,7.24,893.67,82.233,307.57,445.43
2015-07-24T14:15:00,-4.085,294.6,0.2985,87.35,7.38,845.33,80.47,306.63,443.83
2015-07-24T14:45:00,-1.8,294.82,0.2859,87.34,7.22,781.47,77.107,307.07,443.87
2015-07-24T15:15:00,-4.178,294.78,0.3065,87.34,6.97,703,71.923,308.47,440.9
2015-07-24T15:45:00,-3.332,295,0.3131,87.34,5.89,618,65.467,310.07,439.17
2015-07-24T16:15:00,-0.644,294.66,0.3247,87.33,6.59,530.47,59.39,308.27,434.37
2015-07-24T16:45:00,-1.021,294.15,0.3393,87.33,7.15,425.77,53.77,305.73,428.43
2015-07-24T17:15:00,0.097,293.79,0.36479999999999996,87.32,6.11,321.23,46.113,303.43,423.77
2015-07-24T17:45:00,2.449,293.12,0.38799999999999996,87.29,7.55,250.2,38.073,299.17,418.23
2015-07-24T18:15:00,3.223,292.43,0.4104,87.29,7.98,159.8,31.007,298.07,413.03
2015-07-24T18:45:00,5.945,291.72,0.4267,87.27,8.36,70.13,18.83,297.8,407.03
2015-07-24T19:15:00,5.769,291.05,0.45039999999999997,87.28,8.47,15.64,5.4927,296.5,402.4
2015-07-24T19:45:00,12.862,290.29,0.4889,87.28,8.52,0,0,292.4,397.97
2015-07-24T20:15:00,10.924,289.65,0.5235,87.3,8.33,0,0,290.67,394.53
2015-07-24T20:45:00,8.71,289.05,0.5506,87.33,8.02,0,0,289.13,391.07
2015-07-24T21:15:00,8.309,288.45,0.5752,87.36,5.73,0,0,288.97,387.57
2015-07-24T21:45:00,8.962,288.11,0.5871,87.36,5.31,0,0,287.77,385.47
2015-07-24T22:15:00,9.522,287.78,0.5972999999999999,87.37,4.89,0,0,287.67,383.53
2015-07-24T22:45:00,10.777,287.57,0.6139,87.36,5.66,0,0,290.17,382.57
2015-07-24T23:15:00,6.272,287.48,0.624,87.36,6.49,0,0,286.4,382
2015-07-24T23:45:00,6.645,287.2,0.6404000000000001,87.36,6.05,0,0,286.47,380.7
2015-07-25T00:15:00,9.031,286.93,0.66,87.34,6.53,0,0,292.33,379.3
2015-07-25T00:45:00,8.11,286.71,0.6795,87.33,5.76,0,0,295.07,378.97
2015-07-25T01:15:00,6.086,286.42,0.6976,87.32,4.75,0,0,299.67,378.2
2015-07-25T01:45:00,5.704,286.22,0.7101999999999999,87.32,5.22,0,0,306.77,376.93
2015-07-25T02:15:00,4.55,286,0.73,87.34,5.57,0,0,300.57,375.27
2015-07-25T02:45:00,7.406,285.69,0.7471,87.33,5.43,0,0,291.7,373.53
2015-07-25T03:15:00,7.563,285.5,0.7547,87.34,4.74,0,0,289.2,372.23
2015-07-25T03:45:00,7.845,285.29,0.7643000000000001,87.32,3.85,0,0,284.93,369.6
2015-07-25T04:15:00,7.469,284.98,0.7764,87.31,2.79,0,0,282.63,366.43
2015-07-25T04:45:00,6.871,284.7,0.7856000000000001,87.32,3.46,0,0,280.73,364.9
2015-07-25T05:15:00,4.33,284.93,0.7762,87.33,5.32,26.923,5.9017,282.1,367.73
2015-07-25T05:45:00,-4.279,285.5,0.7529,87.34,6.43,104.43,18.695,282.87,371.9
2015-07-25T06:15:00,-8.37,285.77,0.7238,87.33,6.08,214.93,33.05,282.37,374.57
2015-07-25T06:45:00,-10.798,286.25,0.6801999999999999,87.32,5.71,310.17,40.61,281.87,378.13
2015-07-25T07:15:00,-13.339,287.17,0.6481,87.33,4.77,414.5,49.17,286.6,385.3
2015-07-25T07:45:00,-16.893,287.76,0.6063000000000001,87.33,5.64,457.07,49.73,295.27,391.03
2015-07-25T08:15:00,-15.049,287.96,0.5821000000000001,87.33,5.34,603.67,64.72,297.13,394.87
2015-07-25T08:45:00,-20.952,288.71,0.5665,87.33,5.22,530.87,55.257,310.67,400.27
2015-07-25T09:15:00,-13.425,288.2,0.5975,87.34,4.53,364.77,37.74,323.9,397.27
2015-07-25T09:45:00,-14.287,288.15,0.6018,87.34,4.89,534.13,55.38,324.73,399.43
2015-07-25T10:15:00,-17.037,288.47,0.5982999999999999,87.34,4.74,554.57,55.987,349.77,403.83
2015-07-25T10:45:00,-10.697,288.43,0.6071,87.34,4.03,278.9,29.707,360.77,397.6
2015-07-25T11:15:00,-14.995,288.61,0.6133,87.33,4.36,457,45.45,339,400.93
2015-07-25T11:45:00,-18.632,288.37,0.6242,87.33,5.65,593.33,57.313,331.6,403.53
2015-07-25T12:15:00,-17.846,288.25,0.6195,87.35,4.22,506.83,48.99,345.53,402.43
2015-07-25T12:45:00,-16.138,288.33,0.6096,87.33,5.47,546.73,52.763,324.23,402.87
2015-07-25T13:15:00,-13.215,288.19,0.6312,87.32,5.18,366.7,36.733,338.27,398.93
2015-07-25T13:45:00,-11.656,287.85,0.6681,87.32,3.98,290.43,28.873,346.9,395.77
2015-07-25T14:15:00,-12.959,287.78,0.6745,87.32,4.46,426.27,42.447,336.63,397.17
2015-07-25T14:45:00,-11.31,287.82,0.6706,87.31,5.58,541.37,53.28,329.07,399.37
2015-07-25T15:15:00,-9.661,287.81,0.6595,87.29,4.84,319.3,33.047,314.4,394.3
2015-07-25T15:45:00,-17.405,289.57,0.5679,87.27,4.4,639.3,68.417,313,408.57
2015-07-25T16:15:00,-10.97,289.14,0.5525,87.26,5.49,427.8,46.97,321.73,402.9
2015-07-25T16:45:00,-11.307,289.24,0.5247999999999999,87.25,4.83,458.97,55.927,301.67,402.43
2015-07-25T17:15:00,-5.854,288.52,0.5565,87.23,5.68,313.7,44.003,292.17,395.83
2015-07-25T17:45:00,-0.732,287.65,0.6177,87.22,6.05,244.4,36.533,286.93,389.43
2015-07-25T18:15:00,2.364,287.11,0.6286,87.22,5.29,155.77,29.46,284.43,384.97
2015-07-25T18:45:00,4.734,286.48,0.6396000000000001,87.23,5.11,66.72,17.46,281.5,379.83
2015-07-25T19:15:00,4.539,285.76,0.662,87.23,4.48,14.036,4.131,278.97,374.77
2015-07-25T19:45:00,9.54,285.31,0.6837000000000001,87.23,4.86,0,0,277,371.7
2015-07-25T20:15:00,9.954,284.88,0.7012,87.24,4.61,0,0,275.67,369.2
2015-07-25T20:45:00,9.852,284.61,0.7093,87.25,4.23,0,0,274.7,367.33
2015-07-25T21:15:00,9.16,284.49,0.706,87.25,4.28,0,0,274.07,366.23
2015-07-25T21:45:00,8.449,284.16,0.7234,87.24,5.06,0,0,273.53,364.27
2015-07-25T22:15:00,8.784,284.21,0.7108,87.2,5.65,0,0,271.2,364.53
2015-07-25T22:45:00,11.236,283.89,0.7406,87.18,5.77,0,0,269.53,363.3
2015-07-25T23:15:00,7.445,283.85,0.7386,87.16,6.4,0,0,268.67,363.57
2015-07-25T23:45:00,3.11,283.57,0.7419,87.16,4.86,0,0,267.47,362.17
2015-07-26T00:15:00,3.915,283.13,0.7626000000000001,87.18,2.84,0,0,273.7,359.67
2015-07-26T00:45:00,7.589,283.04,0.7693000000000001,87.19,3.57,0,0,306.1,360.27
2015-07-26T01:15:00,3.926,282.93,0.7709,87.18,4.49,0,0,281.13,359.63
2015-07-26T01:45:00,7.774,282.66,0.7811,87.17,4.63,0,0,272.33,357.6
2015-07-26T02:15:00,10.57,282.54,0.7757999999999999,87.17,5.18,0,0,273.67,357.47
2015-07-26T02:45:00,3.527,282.62,0.7606999999999999,87.16,5.53,0,0,287.5,357.83
2015-07-26T03:15:00,5.894,282.58,0.7635,87.15,5.09,0,0,290.27,357.63
2015-07-26T03:45:00,6.664,282.4,0.7705,87.15,5.24,0,0,293.3,357.67
2015-07-26T04:15:00,6.734,282.21,0.7712,87.16,4.22,0,0,292.3,355.7
2015-07-26T04:45:00,8.129,282.07,0.7609,87.17,3.95,0,0,284.77,354.03
2015-07-26T05:15:00,3.627,282.06,0.7639,87.19,2.96,22.708,4.0867000000000004,313.07,354.57
2015-07-26T05:45:00,0.271,282.15,0.7698,87.2,2.82,51.197,6.162,343.17,359.47
2015-07-26T06:15:00,-3.084,282.21,0.7785,87.22,2.61,84.48,9.5733,344.27,361.53
2015-07-26T06:45:00,-5.828,282.18,0.7635,87.24,3.09,110.75,12.103,343.33,361.63
2015-07-26T07:15:00,-12.186,282.55,0.7365,87.24,3.56,197.07,20.78,337.5,363.37
2015-07-26T07:45:00,-10.659,282.5,0.7326999999999999,87.26,2.92,200.43,20.51,331.53,363.63
2015-07-26T08:15:00,-9.694,282.71,0.7170000000000001,87.26,3.47,262.93,27.277,342.47,368.1
2015-07-26T08:45:00,-18.467,283.1,0.6881,87.27,2.27,371.87,37.147,343.57,372.3
2015-07-26T09:15:00,-16.346,283.47,0.6609,87.27,3.46,427.23,42.253,340.23,375.4
2015-07-26T09:45:00,-16.922,283.96,0.6335999999999999,87.27,3,441.83,43.123,339.37,379.2
2015-07-26T10:15:00,-19.829,284.5,0.5982,87.28,2.97,560.1,53.717,318,383.07
2015-07-26T10:45:00,-17.621,284.92,0.5731,87.27,2.67,575.5,54.687,326.1,386.57
2015-07-26T11:15:00,-17.906,285.24,0.5574,87.27,2.94,524.63,48.657,330.83,388.3
2015-07-26T11:45:00,-17.872,285.6,0.5516,87.27,3.2,626.83,59.34,329.97,391.53
2015-07-26T12:15:00,-17.839,286.36,0.5136999999999999,87.26,3.3,649.5,61.763,339.3,397.13
2015-07-26T12:45:00,-17.806,286.32,0.5146000000000001,87.27,2.89,360.03,35.563,343.2,389.7
2015-07-26T13:15:00,-14.36,286.4,0.5099,87.26,3.29,418,41.603,339.77,390.6
2015-07-26T13:45:00,-10.63,286.54,0.49920000000000003,87.26,3.36,403.1,40.007,339.47,391.5
2015-07-26T14:15:00,-10.762,286.43,0.494,87.26,3.18,321.63,32.29,340.03,388.4
2015-07-26T14:45:00,-5.586,286.48,0.48560000000000003,87.26,3.19,231.73,22.953,342.43,386.7
2015-07-26T15:15:00,-1.372,286.16,0.5108,87.25,3.74,135.2,14.107,343.33,382.7
2015-07-26T15:45:00,-0.215,285.91,0.525,87.25,3.76,128.93,15.38,347.7,379.9
2015-07-26T16:15:00,-3.432,285.26,0.5986,87.26,3.52,133.87,17.567,350.13,374.47
2015-07-26T16:45:00,-6.65,284.86,0.6393,87.25,3.34,179.73,25.267,347.23,371.3
2015-07-26T17:15:00,-9.868,286.09,0.5446,87.21,3.99,340.3,47.2,324.23,381.8
2015-07-26T17:45:00,-13.085,286.61,0.5246,87.22,3.95,340.27,46.653,308.9,384.87
2015-07-26T18:15:00,-3.085,285.84,0.5677,87.24,3.5,127.68,17.42,292.87,377.7
2015-07-26T18:45:00,4.41,285.13,0.6096,87.26,3.92,47.25,10.049,277.83,370.87
2015-07-26T19:15:00,4.2,284.19,0.6696,87.27,4.44,12.408,4.2987,270.07,365.97
2015-07-26T19:45:00,8.363,283.53,0.6978,87.27,4.15,0,0,266.1,362.17
2015-07-26T20:15:00,6.492,283.28,0.6828,87.29,3.19,0,0,264.6,359.47
2015-07-26T20:45:00,7.506,283.27,0.6640999999999999,87.29,3.78,0,0,263.6,358.8
2015-07-26T21:15:00,5.553,283.01,0.6762999999999999,87.3,2.99,0,0,262.4,357.57
2015-07-26T21:45:00,7.376,282.84,0.6918000000000001,87.27,2.2,0,0,260.3,355.93
2015-07-26T22:15:00,4.373,282.53,0.7056999999999999,87.27,1.67,0,0,260.8,353.4
2015-07-26T22:45:00,6.482,282.1,0.7484999999999999,87.29,2.01,0,0,259.9,348.3
2015-07-26T23:15:00,11.319,281.76,0.7951,87.29,2.92,0,0,257.17,347.8
2015-07-26T23:45:00,3.08,281.68,0.809,87.29,3.2,0,0,256.8,349
2015-07-27T00:15:00,3.095,281.74,0.7993000000000001,87.3,3.15,0,0,256.57,348
2015-07-27T00:45:00,1.475,281.71,0.7958,87.3,2.41,0,0,262.17,346.13
2015-07-27T01:15:00,2.198,281.82,0.8003,87.31,2.55,0,0,279.4,347.1
2015-07-27T01:45:00,1.619,281.4,0.8207,87.3,3.04,0,0,255.27,343.67
2015-07-27T02:15:00,2.28,281.18,0.8258,87.3,3.54,0,0,251.63,342.4
2015-07-27T02:45:00,8.036,281.26,0.7772,87.3,3.23,0,0,251.47,344.37
